generation;Final Drive;Roll Radius;Gear 3;Gear 4;Gear 5;Consumption;Elasticity 3;Elasticity 4;Elasticity 5
1;4.069029347457549;0.3121970606472628;1.5017713055885449;1.3495815653515764;1.0740577890268022;1.582032;10.0;12.39;19.57
1;1.5690293474575492;0.2566415050917073;1.974057789026803;0.921010136780148;0.6835894874067268;1.092945;26.32;120.88;212.9
2;1.4481212950749218;0.2789468458159388;1.9698707356030263;0.9849413009199548;0.6382865792977791;1.056405;36.65;146.67;297.9
2;1.6072203134797158;0.22901541819364743;1.9400370529727242;0.9987145659171957;0.6533293695366037;1.137947;20.69;77.96;181.07
2;1.7110811115274065;0.4038857478843776;1.1835871945775858;0.715514638782166;0.6862434468827747;1.109605;152.53;329.08;343.13
2;3.2464934804652703;0.42685250412635567;1.4961799741667745;0.9366430258979321;0.9296502353371063;1.185072;29.61;75.47;76.61
2;1.7125397534369284;0.3984525715919889;1.077861914631077;0.7188446386057259;0.6148300060923343;1.11368;177.66;322.65;377.51
2;1.67417403408827;0.37239348593756416;1.0787500015461595;0.8940346211872687;0.8456792888147338;1.108925;162.89;226.87;247.18
2;3.4950448288394997;0.3940501352205378;1.7373835837612979;1.021935311302747;0.9882921644867829;1.292594;16.15;46.63;49.86
2;3.8931326009827756;0.35172916045133895;1.4850981401724006;1.4686365641906618;1.1497560346623938;1.480211;14.19;14.51;23.68
2;3.208350824592848;0.4081780596120693;1.6960306555170346;0.9685218219320872;0.9223980002829439;1.218099;21.58;66.09;72.86
2;1.4794630409848657;0.23550934544708255;1.9484417904788294;1.0725082340764416;0.6620694726984979;1.098317;25.59;84.38;214.61
3;1.709857917289639;0.3893933456394441;0.9949409663913225;0.8068009259492416;0.6970687385264152;1.109732;197.4;273.32;325.82
3;1.5418146830534631;0.4362374372729935;1.040011185033848;0.6403474695333691;0.5720751456738151;1.152418;259.66;440.78;493.39
3;4.035086205982081;0.3655797925355283;1.5019708320452256;1.4628626772263493;1.1443563189195112;1.47793;13.95;14.71;24.04
3;4.021083775298124;0.3695155154949794;1.459551344919665;1.4263263576648328;1.1706530796120689;1.466454;15.2;15.92;23.63
3;1.354579224797678;0.22237097053681953;1.8525813403085625;0.9809216810265644;0.633613240822517;1.07335;30.1;107.31;241.64
3;1.5169833970113724;0.2234218302417497;1.8882310617055176;1.1011366905040323;0.7246213179751032;1.146298;23.33;68.52;158.39
3;1.424010386055874;0.398203020789997;1.9921213289673876;0.941063266375141;0.7280841406213489;1.089831;75.46;292.26;383.14
3;1.719130332573239;0.2223780448202639;1.9465965538742125;0.9704559293376;0.5634181871965955;1.156563;16.93;68.05;198.44
3;3.793323535086535;0.34830766859305196;1.524848093123341;1.4424138789287635;0.7867127986471119;1.391933;13.9;15.54;52.18
3;1.4481212950749218;0.2789468458159388;1.9698707356030263;0.9849413009199548;0.6382865792977791;1.056405;36.65;146.67;297.9
4;1.3373545547551955;0.22347301575339362;1.8708956732232336;1.0229971593019034;0.7247783768327256;1.08547;30.58;102.22;199.89
4;1.185937633735704;0.4442497988623122;1.1223464231729576;0.6282990011089492;0.587881177659588;1.186493;332.96;594.77;635.66
4;3.9495841449729108;0.36671248404305734;1.5022508352934558;1.439062123719479;1.154685950322035;1.460154;14.65;15.96;24.79
4;1.503304645683218;0.23170572720020263;1.9187997635265577;1.064459960616555;0.661623763493519;1.107816;24.74;80.3;203.5
4;1.3714791361870864;0.29437504434927797;1.9337523938029435;0.9876944843495387;0.7789943532834175;1.063851;47.2;179.87;264.37
4;1.7200773993957537;0.23470328889979886;1.8901859022995178;1.1497214931001525;0.7022443296476185;1.179003;19.98;53.95;144.77
4;3.837819446764085;0.3574089299566585;1.526755776824344;1.4352341237815827;0.5466421676172597;1.338242;14.27;16.14;111.21
4;1.6414852414011594;0.2031577506089446;1.5036032752298438;1.4919774810757715;1.146422595619363;1.277573;25.98;26.38;44.66
4;2.487850295077947;0.2873573197786146;1.4113642104560744;1.001357894970024;0.7591068483445307;1.217716;25.68;50.97;88.68
4;1.5690293474575492;0.2566415050917073;1.974057789026803;0.921010136780148;0.6835894874067268;1.092945;26.32;120.88;212.9
5;1.5382387582926031;0.2121379300348883;1.698106100775671;0.931648744922366;0.7604280041272329;1.15605;25.29;83.93;126.07
5;3.8455744709546176;0.3734062079086226;1.4905800475949142;1.4742830764064903;0.5827463999505991;1.321287;16.27;16.63;106.37
5;4.1498603823960405;0.3430357094842419;1.5871900078262136;1.4536269836246998;0.5640504714536371;1.424186;10.4;12.4;82.26
5;3.828067604205786;0.35735369086429636;1.472658022648417;1.3632762052118619;1.1363706973713887;1.443567;15.41;17.98;25.88
5;4.2578072792222965;0.3530912229099137;1.4974583748762058;1.4243747345550684;0.7296277420900058;1.443474;11.76;13.0;49.49
5;1.6842965546854405;0.2395733794629859;1.8325693241262742;1.034196534851508;0.8009470152199807;1.16819;23.1;72.45;120.87
5;2.228554634220223;0.2718101890859935;1.4469521569535526;0.994183550525879;0.6929991557493729;1.182732;27.24;57.65;118.71
5;2.3881616979732425;0.2818501594892588;1.3889933771762935;0.948978939011541;0.7411174849908986;1.198481;27.68;59.24;97.14
5;2.7281238021610505;0.403009794464285;1.5064003050480455;1.1615580336463986;1.0164272321907908;1.167501;36.86;61.95;80.9
5;1.3373545547551955;0.22347301575339362;1.8708956732232336;1.0229971593019034;0.7247783768327256;1.08547;30.58;102.22;199.89
6;1.3258532110622632;0.3583157375776931;1.654720088254317;1.420880024737752;0.5694859208372517;1.079704;102.19;138.7;473.41
6;1.358768966381719;0.22910264015604465;1.6868307656664638;1.0273552080387551;0.5849618200125394;1.050983;38.29;103.19;281.07
6;2.4147054196638553;0.4071806373399903;1.5709341771322007;1.2466036655508517;1.1402153846288738;1.150827;44.15;70.08;83.77
6;3.510436943328198;0.3516651413035581;1.4865850756886554;1.3294877419081361;0.9253070572820264;1.350921;17.41;21.77;44.91
6;1.2210645694218756;0.24765132821162672;1.8269117345027015;0.9726126437698381;0.74860553338207;1.062465;47.22;166.46;258.12
6;1.3600289813253914;0.24611145922680105;1.8367916644264586;1.0824592769709058;0.5631489544303534;1.04696;37.2;107.08;320.17
6;4.073111740670135;0.3903645349459818;1.5049014453949177;1.4767750641809205;0.6793664717181329;1.348499;15.55;16.15;76.22
6;2.299964753776844;0.38315554429523857;1.5735191383433331;1.4522889157099481;0.6290347100960149;1.079204;42.95;50.41;249.71
6;3.8931326009827756;0.35172916045133895;1.4850981401724006;1.4686365641906618;1.1497560346623938;1.480211;14.19;14.51;23.68
6;1.5382387582926031;0.2121379300348883;1.698106100775671;0.931648744922366;0.7604280041272329;1.15605;25.29;83.93;126.07
7;1.5871852870428715;0.20532550686152817;1.6807554669315474;0.8910369231739577;0.7570288107383771;1.179759;22.72;80.73;111.89
7;1.5810893757674986;0.20091173712809937;1.6406658085246815;0.9690095665987803;0.7452642555193841;1.18874;23.0;65.86;111.39
7;4.184306743495775;0.33352290819675967;1.521341848189845;1.3714257571850506;1.2021250169276414;1.585215;10.52;12.95;16.86
7;1.0841573017770545;0.23981047646725895;1.763023442459217;1.1795909115916974;0.5559205912799257;1.052707;60.29;134.8;396.93
7;1.387768874987408;0.22285544781745936;1.6795732636627094;0.9269805435928709;0.9211725153930131;1.127752;35.04;115.0;116.46
7;1.3335063828188116;0.21876207552795443;1.693895241798542;0.9508439783593001;0.8419677218704147;1.109311;35.95;114.06;145.57
7;1.5899214917801507;0.2057918743686107;1.7288362610043533;1.3597037035753279;0.6992163451660212;1.203024;21.49;34.73;131.36
7;1.5117990222770974;0.22292668506895114;1.6202852722602006;1.4446318264438531;0.7974439614652581;1.159939;31.75;39.93;131.07
7;3.208350824592848;0.4081780596120693;1.6960306555170346;0.9685218219320872;0.9223980002829439;1.218099;21.58;66.09;72.86
7;5.502059642082483;0.48270564660917153;1.9350254789459265;1.0665908363914391;0.539052973405078;1.379475;7.88;25.94;101.48
8;1.6487930750063668;0.23026742303646577;1.6937175579770483;0.908158314370114;0.7605757148502321;1.148334;26.07;90.58;129.24
8;3.5819105627623955;0.42220396816822753;1.6902587743273128;0.9902538372826744;0.9740949738804567;1.261906;18.65;54.27;56.09
8;1.8254055197330068;0.21232528827375524;1.6549996321154503;0.9653667270710659;0.6934006010925586;1.222702;18.94;55.61;107.81
8;1.66602939393514;0.2192120462885423;1.75706846627086;1.3185193961367319;0.6657024271959882;1.187303;21.5;38.17;149.82
8;1.7782140722137074;0.2066307720176141;1.6461241203955466;0.8957503208167177;0.7273780022258365;1.223189;19.11;64.45;97.77
8;2.9632000216170473;0.4067189498230017;1.7099035887841216;0.9368080823235135;0.925897625881297;1.184646;24.71;82.22;84.17
8;5.690283550819013;0.48375111321758396;1.9900272706355526;0.9995816829864612;0.536387369148561;1.399229;6.96;27.73;96.23
8;3.977143670974587;0.3434452219990296;1.4560158535158125;1.3672212304892857;1.129739709967963;1.498717;13.49;15.3;22.4
8;1.5169833970113724;0.2234218302417497;1.8882310617055176;1.1011366905040323;0.7246213179751032;1.146298;23.33;68.52;158.39
8;1.5871852870428715;0.20532550686152817;1.6807554669315474;0.8910369231739577;0.7570288107383771;1.179759;22.72;80.73;111.89
9;2.0259559763988726;0.20386025947526135;1.6552460264956823;0.8648913572695074;0.7394928115081891;1.296088;14.17;51.85;70.91
9;1.5185770469750013;0.2177494788859086;1.6755188976475255;0.851266216605696;0.7702076863870342;1.136577;28.08;108.71;132.87
9;1.7485024434256051;0.20718566853483675;1.6194901095837082;0.9300000969277162;0.6642717126602096;1.201951;20.53;62.18;121.95
9;3.6696872171404804;0.4167711182940712;1.694222517165137;0.9584235501519922;0.934082931175421;1.272856;17.23;53.79;56.62
9;1.575222182425842;0.21806081369627692;1.7370604392036164;1.2227474998782621;0.640240705379915;1.147332;24.35;49.1;178.2
9;1.7464661005552204;0.24639971521726045;1.7015298613250034;0.8835500232262479;0.7678467964436332;1.144647;26.36;97.67;129.41
9;3.4967348051121263;0.41769091170249284;1.6824510305615543;1.0029829472522314;0.9427930584727335;1.25131;19.33;54.33;61.48
9;1.591570927163911;0.22815946515454053;1.9349818255354259;1.1272694237400231;0.7331074453648642;1.1653;21.05;61.94;146.63
9;1.5690293474575492;0.2566415050917073;1.974057789026803;0.921010136780148;0.6835894874067268;1.092945;26.32;120.88;212.9
9;1.6487930750063668;0.23026742303646577;1.6937175579770483;0.908158314370114;0.7605757148502321;1.148334;26.07;90.58;129.24
10;1.5828346188508617;0.23434322908531457;1.905067493772779;1.187971357328183;0.746551742859562;1.155599;23.16;59.49;150.83
10;1.6664552437514735;0.21277808328607342;1.7721521335173356;1.3000074935280792;0.6257680964727362;1.192115;19.91;36.97;159.6
10;1.8197917290998855;0.22112870547214578;1.6995650327874596;0.9420732152916922;0.7349384527391809;1.210936;19.6;63.72;104.73
10;1.8679756122267586;0.20406711197034497;1.663768314718081;0.9885952487684555;0.7752223490309833;1.269235;16.53;46.79;76.06
10;1.489040965661516;0.2692705821755931;1.9552048550245749;0.9311084367456965;0.722635263233055;1.077605;32.79;144.64;228.96
10;1.6072979040661268;0.21844814597530732;1.7932660076568379;1.2474382027753212;0.7143409841841704;1.181841;22.03;45.48;138.79
10;1.8183189745453943;0.2504627829134454;1.9971986155932941;0.8601492892785867;0.7168897701889216;1.165435;18.24;98.24;141.55
10;1.5617256326084055;0.26380905025890244;1.9750995994143867;0.954162945645623;0.6748417254146974;1.082839;28.05;120.11;229.06
10;1.4481212950749218;0.2789468458159388;1.9698707356030263;0.9849413009199548;0.6382865792977791;1.056405;36.65;146.67;297.9
10;2.0259559763988726;0.20386025947526135;1.6552460264956823;0.8648913572695074;0.7394928115081891;1.296088;14.17;51.85;70.91
